engine_temp,vibration_level,battery_voltage,engine_rpm,fuel_level,mileage,maintenance_needed
75,3,11,4511,84,87851,0
61,5,11,811,64,159851,1
64,2,13,2195,62,145753,0
67,9,13,1590,52,167504,0
108,8,14,731,9,15114,1
94,1,14,4028,49,197141,0
71,6,14,1510,36,167330,0
71,5,12,4420,50,188022,0
76,3,13,2768,13,50450,0
116,2,14,1697,12,158195,1
98,2,14,1672,52,176841,0
60,5,14,1334,60,107536,0
117,8,12,4520,35,6792,1
95,2,11,1006,27,77399,0
67,2,13,4099,52,123604,0
96,8,11,4081,96,197966,1
114,8,12,4052,60,134156,1
119,6,14,1025,30,171175,0
116,6,14,3198,88,168671,0
71,9,12,3370,51,165825,1
64,8,12,2283,16,174902,1
82,6,12,3896,17,120974,0
117,6,14,4816,62,162726,1
88,4,14,1117,84,99599,0
115,4,13,4514,16,149371,1
115,7,11,1569,77,31965,1
109,7,11,4497,10,66189,1
92,9,12,2049,41,70553,0
99,3,12,4906,56,151611,1
77,5,13,893,5,157441,1
77,8,11,1625,39,191035,1
82,9,12,874,11,21948,1
69,8,14,4957,8,105752,1
78,5,11,3093,19,104577,0
62,9,12,4746,89,6765,0
85,9,14,4166,78,113792,1
115,2,12,4747,19,75561,1
99,8,14,4941,44,42117,1
71,4,14,3358,23,176928,0
63,2,12,2561,67,32236,0
68,1,12,3271,53,183831,0
72,5,12,933,57,190375,0
92,2,12,4535,94,82155,0
114,4,14,4436,84,110823,0
99,6,11,1596,70,122845,1
72,5,14,2603,33,5939,0
75,7,11,1533,12,177734,1
96,3,14,1537,24,13942,0
83,5,14,1309,64,47015,0
102,3,12,2182,48,139664,0
107,3,13,996,68,185763,1
110,6,12,3027,64,68755,0
93,7,13,3791,31,72336,0
107,6,13,1872,28,145287,0
68,2,13,4891,23,114611,0
76,2,11,2554,26,5241,0
77,5,14,3218,82,73166,0
64,8,12,1191,10,97390,1
80,5,12,3071,67,130304,0
102,9,13,2944,49,156794,1
61,9,11,754,97,119899,1
103,5,12,2201,37,40000,0
112,3,13,1755,78,152284,0
101,7,12,1859,83,182992,0
105,9,12,1690,41,144129,0
119,6,11,1861,39,90436,1
78,1,13,4884,13,121947,1
99,5,11,3148,22,94451,1
105,5,11,4986,63,193567,1
113,7,14,3381,95,14233,0
65,6,11,1598,48,129422,0
92,3,13,2299,80,196199,0
119,8,13,4914,81,98273,1
90,5,13,1178,30,42328,0
87,4,12,2143,34,114095,0
100,3,11,2182,33,173153,1
105,5,13,1858,84,107421,0
90,7,14,832,53,98790,0
112,2,14,4740,30,166164,1
116,8,12,3060,18,159318,1
70,5,13,4382,47,77902,0
81,6,14,2573,64,102614,0
97,8,13,2727,72,187143,1
88,1,14,3975,49,87446,0
66,7,11,2795,20,21845,0
80,5,14,2401,42,181244,0
110,2,13,4167,15,35366,0
73,1,13,1074,37,77114,0
73,8,14,2627,36,195055,1
63,2,14,1648,49,59599,0
101,3,12,2385,47,61349,0
93,7,11,3567,33,160652,1
104,5,12,1709,96,80915,0
105,4,13,1219,86,95113,0
107,3,12,1983,35,99243,0
104,6,13,1786,45,8453,0
78,4,13,4079,91,171161,1
101,7,14,1984,7,145127,1
82,4,11,2169,12,126390,1
73,4,12,937,68,146135,0
67,4,12,4477,96,45306,0
108,3,14,3869,23,195312,1
99,7,12,3353,28,51435,0
100,3,11,2098,8,5698,1
85,5,14,1899,24,124366,0
108,6,13,1545,93,5107,0
84,9,11,945,78,106345,0
75,9,11,4079,73,141468,1
69,1,13,4797,28,71630,0
87,1,13,3849,66,194767,0
65,5,13,2433,95,91194,0
101,7,11,2026,41,166991,1
77,5,13,1117,31,126436,0
79,1,12,1737,46,47785,0
114,4,13,3502,12,151307,1
79,5,14,4059,45,92013,0
63,6,12,2602,55,114486,0
93,1,13,2685,97,118764,0
60,8,11,1034,66,191638,1
67,9,11,1839,19,50022,1
79,4,13,887,31,170668,0
101,7,12,2592,29,63145,0
111,8,12,1358,69,155332,1
88,6,11,4696,69,148472,0
103,7,13,1977,97,16424,0
68,7,12,3422,34,188747,0
91,3,11,4465,86,150083,1
74,8,11,2171,10,173672,1
99,2,14,2317,24,148946,0
93,2,14,2642,73,113701,0
98,2,11,1631,10,167749,1
116,2,11,2735,97,100547,0
75,9,11,4980,6,153885,1
79,2,11,4135,78,45864,0
63,3,13,4163,49,153169,0
72,2,12,4554,92,51575,0
70,3,14,2031,19,96350,0
107,7,12,4365,38,31243,0
95,6,14,1234,51,122737,0
97,2,12,2831,56,120276,0
70,7,13,1179,49,86648,0
113,7,14,4655,87,196320,1
82,9,12,1728,42,139423,0
119,2,13,2887,79,112836,0
76,7,12,2613,63,47771,0
67,8,14,2339,51,48984,0
74,8,11,2485,61,46393,0
114,1,13,2301,26,85442,0
71,8,13,1126,5,184078,1
114,6,11,2908,57,192579,1
110,7,14,2665,25,142671,0
91,5,12,4694,84,72048,0
60,2,14,1687,12,103088,0
83,6,11,3307,57,19291,0
76,9,14,1810,56,29826,0
82,3,13,3955,48,178197,0
101,7,14,4409,58,97249,1
72,1,13,2972,22,145895,0
73,7,11,1840,92,130653,0
100,4,11,4428,88,89216,1
94,2,14,2681,69,20132,0
112,1,14,2105,16,141973,0
110,3,13,2140,81,77659,0
62,3,12,2150,43,127420,0
60,6,11,1882,77,124580,0
102,5,11,4489,61,162067,1
109,4,13,2033,46,19243,0
98,9,11,4668,98,32358,1
64,4,13,4234,89,71749,0
116,4,12,1044,97,167945,1
66,2,13,3464,38,73195,0
62,1,11,1951,77,174619,0
91,1,11,1612,87,191177,0
64,3,14,4122,71,194503,0
93,2,14,4524,30,68812,0
83,6,13,3197,86,113571,0
87,1,13,3447,42,127014,0
98,9,13,3137,6,43335,1
74,2,13,1624,32,170797,0
105,2,11,4459,13,155931,1
72,9,12,2007,25,13493,0
108,3,13,1487,8,89586,0
84,2,13,2926,53,151781,0
100,5,11,2747,45,165438,1
71,4,12,4983,63,54568,0
100,1,12,2931,45,145009,0
108,1,11,2102,74,181225,1
105,4,14,1566,82,181921,0
103,5,12,4489,5,101314,1
118,4,11,4770,97,135728,1
65,2,14,1913,64,70654,0
68,1,14,4264,65,120260,0
74,6,13,792,78,78303,0
70,4,13,4574,8,80496,0
102,2,12,1846,34,166036,0
79,1,13,1563,68,46406,0
65,3,11,3048,66,121769,0
86,5,11,4278,57,28943,0
67,5,11,4623,51,82177,1
98,3,14,3229,94,22657,0
113,5,11,2710,31,190384,1
87,3,13,3443,53,62119,0
91,9,14,3295,49,74082,0
91,2,13,1244,56,63226,0
116,6,14,3567,53,22678,0
75,2,11,3701,18,199975,1
87,4,13,1736,95,107065,0
61,8,11,957,39,195872,1
111,8,11,774,55,142542,1
82,4,13,967,44,198874,0
109,1,11,3973,96,111198,1
72,5,12,4831,19,175668,1
95,8,14,4053,7,122739,1
71,4,13,1051,61,155158,0
74,4,14,4820,62,132075,0
118,3,12,2174,83,132940,0
90,5,12,1435,70,115931,0
69,1,13,3042,63,64957,0
75,8,14,1177,53,44561,0
81,4,13,4461,36,114502,0
62,2,11,781,90,179406,1
97,4,14,4146,47,17647,1
78,8,12,1521,21,172458,1
76,3,14,4870,30,107038,0
113,3,13,4383,15,184686,1
95,7,12,990,48,148582,0
119,8,12,1652,96,42601,0
108,9,13,1560,37,179116,1
70,6,11,2056,98,114967,0
81,4,13,1332,81,184549,0
93,9,13,4733,12,5025,1
71,1,12,3802,90,52676,0
65,2,11,2221,6,80856,1
70,3,12,2731,20,193184,0
90,9,13,4364,84,190773,1
98,3,14,1153,31,188591,0
91,5,14,4060,21,11612,0
113,9,14,4273,98,20245,1
66,7,12,927,24,109704,0
86,6,11,2453,9,6141,0
113,1,13,1109,52,140988,0
66,6,12,4406,31,12621,0
89,8,11,2034,15,8062,0
88,2,14,2008,16,9657,0
118,4,12,4328,59,87574,0
103,1,12,2089,26,52258,0
86,2,13,2991,17,79734,0
80,6,13,4539,51,17264,0
67,7,12,1122,16,11054,0
78,1,11,4888,7,172867,1
66,6,14,3601,5,165318,1
110,2,14,1391,73,97199,0
81,2,11,2910,7,177295,1
66,7,12,1690,92,17588,0
97,1,11,2190,34,6296,0
102,1,14,2781,48,26603,0
62,9,13,2195,88,195790,0
67,6,12,3613,82,145422,0
66,3,14,1186,8,32606,0
64,3,13,4651,99,74764,0
71,6,11,2382,22,28304,0
66,9,12,1813,77,9137,0
98,8,11,2778,48,6933,1
115,9,11,2001,69,179683,1
105,4,12,1116,57,30468,0
63,6,12,4919,83,50572,0
86,3,11,4516,68,107476,1
63,8,13,1941,61,133203,0
109,5,12,2586,28,104267,0
85,1,11,1547,10,58066,0
78,8,12,3196,45,141662,0
88,9,11,1514,84,116008,1
74,5,14,2994,17,163697,0
70,1,14,2757,45,146617,0
87,8,11,2473,39,111663,0
86,4,11,1168,26,33819,0
66,1,12,3658,64,49526,0
88,1,13,2506,85,164297,0
103,3,11,1804,40,95440,1
95,4,14,1282,99,19803,0
92,9,11,4381,44,18350,1
94,3,11,1008,40,140520,0
62,9,13,3681,99,171732,1
111,3,11,3289,93,101505,0
78,4,12,2328,9,43593,0
81,3,12,4409,24,93679,0
72,7,13,970,12,101294,0
90,6,14,1628,91,198244,0
80,6,14,4994,68,167943,0
92,4,11,2602,11,66529,0
60,7,13,1160,31,8122,0
93,7,12,4364,17,25250,0
89,9,11,1155,90,62447,1
84,3,12,2792,95,22292,0
82,4,12,4216,31,153037,1
115,2,13,3068,59,123668,0
113,1,11,2036,82,196731,1
114,2,13,1488,82,34426,0
88,1,14,794,81,33089,0
114,4,14,2421,64,162280,1
104,6,11,2947,93,21678,0
101,1,14,3107,28,60762,0
78,2,12,4419,73,70772,0
68,7,14,1968,68,133523,0
115,2,13,3812,5,188004,1
82,3,14,4903,69,66193,0
111,9,13,3965,83,99852,1
77,9,14,3305,48,175830,0
101,3,14,3483,32,13681,0
64,3,13,4102,59,193575,0
90,5,14,3846,47,18531,0
115,4,11,4455,65,72053,1
112,6,11,3590,42,138428,1
113,6,14,1236,93,84196,0
109,1,11,2727,81,78658,1
69,7,11,4506,30,164010,1
86,4,13,1265,75,94369,0
102,6,12,4880,99,52893,1
117,3,11,3807,58,136683,1
84,3,14,4104,76,70534,0
92,5,14,771,52,117428,0
87,4,13,2754,68,133619,0
119,3,12,4935,90,22891,1
88,8,14,4235,5,37008,1
115,2,14,4184,12,6313,1
66,5,13,3635,16,37923,0
85,8,13,3220,22,164722,0
70,2,11,3246,8,28999,1
107,4,12,4601,24,20930,1
115,7,13,4190,87,192634,1
82,7,11,1755,36,114637,0
113,4,12,2965,62,168372,1
96,3,11,4902,11,42168,1
64,1,14,1678,40,87345,0
81,1,14,4884,75,164639,1
100,4,12,4335,47,147013,0
64,1,14,3878,16,29434,0
89,5,13,4378,64,84313,0
80,5,13,4460,55,34919,0
98,3,12,4888,44,103147,0
61,7,11,1260,20,119660,0
62,7,11,3749,58,147457,0
68,7,13,4702,96,87440,0
105,2,12,2117,58,166756,1
100,4,12,2231,39,19992,0
87,4,13,2666,42,114123,0
110,7,12,3591,14,101967,1
100,2,11,4123,49,131856,1
73,2,14,4258,9,24802,1
81,6,12,4868,59,50253,0
62,5,11,2674,52,148111,0
77,9,13,1833,76,146324,0
94,4,13,1185,43,143965,0
91,6,11,1879,72,116408,0
74,4,12,4254,70,70870,0
119,7,12,2614,81,140847,0
75,7,13,3794,68,5423,0
111,3,12,1825,9,28291,0
81,6,14,1510,37,86918,0
70,8,11,2586,85,87563,1
72,9,14,4105,37,143149,0
74,4,13,2771,40,182806,0
109,9,14,2338,49,22178,1
61,2,11,4379,97,119453,1
69,8,12,1724,14,55566,0
76,7,12,2956,46,158313,0
66,9,12,2000,79,72084,0
83,7,13,3016,90,32378,0
115,9,13,4840,99,164571,1
83,4,11,3691,24,191053,1
88,3,11,2400,5,86498,1
75,3,13,1376,42,171887,0
66,9,11,1615,39,94592,1
103,3,13,873,95,116760,0
105,8,14,4728,89,97861,1
86,4,13,3108,87,99277,0
77,2,11,878,39,22600,0
93,1,11,3203,41,176830,1
74,8,12,2063,7,131716,1
108,3,13,3005,38,21690,0
114,7,11,4964,65,119798,1
62,1,14,3565,86,79525,0
97,7,14,973,79,44900,0
99,5,11,1616,59,58505,1
119,5,14,2955,27,68170,0
112,7,12,2438,88,52795,0
62,4,12,4759,86,199683,1
88,1,14,2198,24,6200,0
119,7,14,856,53,184647,0
108,8,11,824,7,86188,1
67,4,14,4599,39,18488,0
78,2,12,1989,47,137400,0
80,1,11,747,42,30796,0
101,9,12,2388,15,141464,1
65,7,11,3431,65,165053,0
67,4,13,925,75,108114,0
93,2,11,2949,25,43236,0
105,4,11,3195,33,146516,1
111,3,14,3995,29,110512,0
107,3,11,4650,15,23742,1
88,2,14,2438,61,143701,0
117,2,13,1058,59,91594,0
68,3,12,3640,22,64044,0
78,1,14,3445,9,27310,0
75,9,13,1382,39,117995,0
118,2,13,3273,33,38648,0
85,7,13,2704,42,65698,0
110,2,13,2791,25,14175,0
70,3,12,2995,25,125617,0
94,1,13,2787,40,21474,0
118,8,14,3852,33,175731,1
74,6,12,3550,88,7040,0
111,8,14,1931,78,169347,1
99,9,12,2910,98,199100,1
98,7,14,4201,28,112511,1
93,7,11,4189,36,57716,0
106,2,12,1480,73,190989,0
87,5,14,4500,10,196950,1
105,9,13,1547,23,94567,1
77,5,12,1866,66,62995,0
82,8,11,2822,68,105658,1
98,7,14,1227,92,171885,1
74,4,14,3815,82,126480,0
67,8,11,4830,93,68469,1
63,5,12,2564,52,178119,0
108,3,11,3384,77,124594,1
77,9,14,3375,77,168536,1
108,9,13,3051,65,90006,1
119,2,13,4138,52,94881,0
103,5,14,1409,28,47719,0
104,2,14,1329,93,128868,0
96,6,11,2687,68,173760,1
102,1,12,820,65,48663,0
95,3,14,3091,79,38105,0
106,2,14,2980,87,53902,0
80,9,13,3695,51,139381,0
64,1,11,3920,46,162250,0
87,7,13,2819,18,17490,0
92,1,11,1540,88,111112,0
85,7,13,4181,29,24597,0
87,6,13,3185,55,99955,0
104,5,12,2852,55,189475,1
100,6,14,4105,93,61161,1
91,4,11,1357,6,18332,1
80,2,11,1791,63,41214,0
97,2,14,1867,60,85013,0
67,2,14,4720,23,121680,0
100,8,12,2206,94,185994,1
93,5,13,1354,16,54956,0
74,6,13,3196,6,174328,0
102,5,12,3589,32,75724,0
85,7,11,2726,50,99564,0
94,8,12,2275,37,18228,0
63,7,11,1215,82,112360,0
102,6,11,4045,99,28922,1
65,6,12,1976,88,130167,0
110,6,12,3234,46,134455,0
81,8,11,4159,60,139885,1
90,1,13,4437,27,74520,0
71,3,11,4009,12,189975,1
110,6,12,2551,56,20860,0
87,3,13,1139,62,21957,0
93,2,14,2652,81,112886,0
82,6,11,2318,19,130817,0
119,3,12,1032,92,153128,1
90,9,11,4830,58,31542,1
112,2,12,1552,11,15550,1
111,9,11,4213,41,123015,1
63,1,13,3144,90,45262,0
115,4,11,2773,90,125310,1
116,3,13,4806,28,91720,1
71,5,13,1715,72,164278,0
63,3,11,785,96,59238,0
109,5,14,1901,25,93808,0
76,7,12,4937,38,15532,0
64,4,11,4027,67,152984,1
101,8,11,3487,21,123274,1
97,3,14,3392,89,96237,0
69,4,14,2357,22,112692,0
72,1,14,2281,24,148342,0
82,7,14,3529,38,81695,0
117,1,11,4053,35,184641,1
112,6,11,3572,25,44900,0
89,2,11,4473,36,124945,1
81,8,14,2780,39,197484,1
114,2,14,2490,71,78378,0
67,9,12,4015,91,32835,0
69,1,12,4859,61,80097,0
88,5,13,3668,73,178851,0
106,7,11,2943,85,50905,1
118,3,11,1727,19,181111,1
119,2,12,1960,73,73939,0
64,5,14,4568,70,80393,0
68,3,13,1908,16,64106,0
67,4,12,1300,10,9035,0
100,5,12,791,38,89284,0
101,9,13,4243,45,58959,1
85,7,14,4658,69,73171,0
116,5,11,2871,80,72141,0
78,9,12,3842,99,12266,0
83,9,13,3235,96,183299,0
109,7,11,4225,43,111276,1
94,2,14,4768,19,66601,0
85,7,13,2123,8,119351,0
89,4,11,4917,93,175107,1
93,4,14,2215,49,152064,0
102,4,13,1496,38,40649,0
86,1,14,2333,52,132296,0
77,6,12,1486,67,19606,0
100,3,13,4399,35,64359,1
75,4,12,4208,10,39586,1
102,2,14,1369,93,174832,1
60,1,14,3680,46,13754,0
98,3,14,1398,56,50024,0
73,9,13,4251,25,25255,0
111,1,13,2138,99,153468,1
105,6,14,864,79,15163,0
70,5,12,4513,49,158478,1
80,5,13,4866,93,52949,0
101,6,14,1501,38,187392,1
91,9,12,3860,12,109863,0
72,2,13,4272,64,84468,0
72,6,14,2015,43,129872,0
90,5,12,4399,11,6291,1
77,4,13,3903,81,143692,0
64,6,11,2296,27,76527,0
99,8,12,4930,80,27337,1
102,1,12,4243,5,88960,1
90,4,11,1651,44,136602,0
111,7,13,3623,56,83064,0
105,3,13,3366,68,154841,0
76,8,11,2839,76,128467,1
62,7,11,3924,76,195231,0
69,5,14,1304,5,44304,0
108,4,11,1750,83,100340,0
71,3,14,4650,28,177833,0
68,5,12,855,75,11311,0
105,3,11,776,73,95960,0
119,1,14,3868,37,96719,0
65,7,14,3966,27,56539,0
62,5,11,1257,78,24931,0
89,9,12,2755,22,21644,0
105,3,14,924,14,19378,1
65,4,12,4160,95,32158,0
93,7,14,1344,21,136480,0
95,5,13,2204,96,23188,0
77,6,12,3330,84,79481,0
95,7,14,4520,61,111396,0
95,4,14,3906,70,117329,0
95,3,11,4209,93,37296,1
117,9,14,4896,41,48545,1
116,6,13,4075,76,69212,0
115,1,12,3530,57,167811,1
96,6,12,1661,86,192225,0
119,1,13,2850,11,39135,0
86,1,11,4897,93,15264,1
82,2,12,3261,53,86265,0
83,3,11,2419,37,135753,0
71,9,14,4750,30,155434,1
86,9,11,4028,29,44682,1
69,6,11,1075,65,48197,0
97,9,12,4074,79,30355,1
75,2,14,3234,41,164140,0
78,4,14,996,44,157676,0
108,9,11,1435,80,83982,1
119,3,13,2326,81,141121,0
101,3,13,4431,31,111463,0
93,3,14,2404,82,100751,0
113,3,12,4783,96,16681,1
63,9,14,2046,33,110323,0
70,5,13,716,50,43042,0
102,8,13,1150,48,57279,1
98,4,14,3006,75,171916,1
113,7,13,4498,44,5524,1
105,6,13,1843,40,21750,0
60,8,13,4903,93,100925,0
68,6,13,3566,9,185655,1
109,2,12,2439,87,12897,0
117,2,13,3546,37,70519,0
82,5,12,3460,46,85800,0
89,7,14,1666,13,92368,0
96,8,14,4453,63,157935,1
66,5,13,2872,80,54806,0
102,2,11,1262,59,130476,1
115,1,12,3123,95,170915,1
90,7,13,2317,83,162653,0
113,7,11,1572,43,190361,1
68,8,11,3306,21,125297,1
107,3,13,4705,97,128336,0
70,5,13,4827,43,41536,0
83,6,11,3241,42,123713,0
113,5,12,3197,81,89279,0
113,6,12,1358,63,126256,0
92,4,14,1880,31,89132,0
88,4,13,3034,10,46475,0
96,2,12,3135,81,77155,0
116,6,14,3971,14,75111,0
119,1,14,1783,13,5163,0
60,3,11,1418,8,96095,1
116,1,11,4399,59,131223,1
96,7,12,3957,73,171729,0
92,5,12,973,20,148766,0
81,4,12,2067,42,130175,0
105,5,13,1536,48,179559,0
64,4,14,2842,18,89249,0
67,4,13,4252,94,46560,0
64,4,13,2199,37,179425,0
86,8,11,2516,74,34388,0
104,3,13,4087,5,44196,1
84,3,12,3566,84,115243,0
77,1,11,3393,66,177915,0
113,3,12,4486,96,21506,1
117,6,11,1522,27,134605,0
113,3,14,843,14,41107,1
70,6,14,1355,30,191327,0
78,1,13,2663,27,10612,0
108,7,14,2086,48,197529,1
97,1,11,3397,34,73197,0
108,4,12,2701,86,73856,0
109,9,13,3559,95,168209,1
91,3,14,3579,96,129601,0
112,8,13,1753,57,108037,0
75,8,11,3129,45,147394,0
105,2,11,3616,60,127556,1
65,7,12,3210,5,187529,0
104,3,14,2533,97,66707,0
80,4,13,799,74,168586,0
